City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
80,Kikwit,-5.041,18.8162,93.79,45,90,1.21,CD,1678008795
81,Arlit,18.7369,7.3853,95.83,6,67,8.66,NE,1678008795
82,Maltahohe,-24.8333,16.9833,76.64,18,0,5.46,NA,1678008795
83,Beringovskiy,63.05,179.3167,-0.13,96,100,13.82,RU,1678008795
84,Atuona,-9.8,-139.0333,79.88,80,24,12.95,PF,1678008795
85,Adrar,20.5022,-10.0711,76.06,21,84,9.51,MR,1678008795
86,Tartagal,-22.5164,-63.8013,77.0,65,100,2.06,AR,1678008796
87,Marsh Harbour,26.5412,-77.0636,77.18,74,41,5.99,BS,1678008796
88,Barrow,71.2906,-156.7887,-16.58,76,100,28.77,US,1678008796
89,Codrington,-38.2667,141.9667,63.1,89,100,13.53,AU,1678008796
90,Hilo,19.7297,-155.09,68.25,92,75,4.61,US,1678008796
91,Fort Nelson,58.8053,-122.7002,-8.01,71,75,5.75,CA,1678008796
92,Kodiak,57.79,-152.4072,29.71,64,0,5.75,US,1678008797
93,Ancud,-41.8697,-73.8203,57.33,96,100,9.04,CL,1678008797
94,Ust-Nera,64.5667,143.2,-22.85,100,78,2.17,RU,1678008797
95,Norman Wells,65.282,-126.8329,-32.76,75,0,0.0,CA,1678008797
96,Tuktoyaktuk,69.4541,-133.0374,-32.1,100,19,5.21,CA,1678008797
97,Polyarnyy,69.1989,33.4478,19.89,87,100,4.23,RU,1678008797
98,Victoria,22.2855,114.1577,76.19,45,0,3.0,HK,1678008748
99,Sao Joao Da Barra,-21.6403,-41.0511,73.49,86,100,10.11,BR,1678008797
100,Bluff,-46.6,168.3333,51.8,69,2,12.21,NZ,1678008797
101,Port Hardy,50.6996,-127.4199,41.0,81,100,12.66,CA,1678008798
102,Mayo,38.8876,-76.5119,41.0,80,0,0.0,US,1678008798
103,Broome,42.2506,-75.833,32.38,92,100,1.99,US,1678008798
104,Lebu,-37.6167,-73.65,56.17,86,0,15.77,CL,1678008798
105,Auki,-8.7676,160.7034,77.47,87,100,9.75,SB,1678008798
106,Qaqortoq,60.7167,-46.0333,27.68,74,62,10.51,GL,1678008725
107,Beaverlodge,55.2166,-119.4361,-2.85,98,100,5.53,CA,1678008798
108,Lorengau,-2.0226,147.2712,81.32,78,100,7.87,PG,1678008798
109,Gambela,8.25,34.5833,104.4,17,95,4.85,ET,1678008799
110,Kpandae,8.4689,-0.0113,90.59,46,24,6.96,GH,1678008799
111,Severo-Kurilsk,50.6789,156.125,22.5,72,87,9.42,RU,1678008799
112,Lensk,60.7253,114.9278,14.31,77,99,11.52,RU,1678008657
113,Northam,51.0333,-4.2167,39.61,80,100,3.38,GB,1678008799
114,Rieti,42.4072,12.8592,50.61,81,0,8.05,IT,1678008799
115,Arua,3.0201,30.9111,91.0,25,72,12.12,UG,1678008800
116,Pitiquito,30.7,-112.0833,57.99,34,7,5.26,MX,1678008800
117,Tooele,40.5308,-112.2983,31.98,97,91,3.0,US,1678008800
118,Bathsheba,13.2167,-59.5167,77.61,78,40,17.27,BB,1678008800
119,Lata,40.1629,-8.3327,51.08,85,98,7.25,PT,1678008800
120,Le Port,-20.9373,55.2919,84.51,88,100,6.82,RE,1678008603
121,Rio Gallegos,-51.6226,-69.2181,42.85,75,0,9.22,AR,1678008801
122,Palauig,15.435,119.9045,78.37,70,34,5.91,PH,1678008801
123,North Myrtle Beach,33.816,-78.68,52.11,63,0,6.91,US,1678008801
124,Butaritari,3.0707,172.7902,80.74,78,87,4.72,KI,1678008801
125,Viedma,-40.8135,-62.9967,63.52,47,2,10.2,AR,1678008801
126,Vrangel,42.7297,133.0839,34.86,90,8,1.79,RU,1678008801
127,Lompoc,34.6391,-120.4579,49.59,91,100,6.91,US,1678008802
128,Xichang,27.8964,102.2634,72.0,28,6,8.46,CN,1678008802
129,Poum,-20.2333,164.0167,79.38,80,45,8.08,NC,1678008802
130,Westport,41.1415,-73.3579,37.74,88,100,0.0,US,1678008802
131,Ilulissat,69.2167,-51.1,21.22,86,34,1.14,GL,1678008802
132,Kiunga,-6.1219,141.2906,74.53,97,98,2.46,PG,1678008802
133,Sibu,2.3,111.8167,88.11,66,40,5.75,MY,1678008802
134,Bato,13.3528,123.3677,73.26,85,52,7.47,PH,1678008802
135,Saskylakh,71.9167,114.0833,-15.05,99,98,6.22,RU,1678008802
136,Husavik,66.0449,-17.3389,26.94,90,100,8.08,IS,1678008803
137,Hobart,-42.8794,147.3294,65.23,82,0,12.66,AU,1678008803
138,Port Blair,11.6667,92.75,87.84,66,40,5.75,IN,1678008803
139,Port Alfred,-33.5906,26.891,79.18,80,41,5.99,ZA,1678008803
140,Ostrovnoy,68.0531,39.5131,14.83,83,100,7.0,RU,1678008803
141,Udachnyy,66.4167,112.4,-0.92,90,100,17.4,RU,1678008803
142,Vila Velha,-20.3297,-40.2925,73.94,88,0,2.3,BR,1678008803
143,Kavieng,-2.5744,150.7967,80.91,77,100,8.1,PG,1678008803
144,Annau,37.8876,58.516,56.7,54,100,2.3,TM,1678008660
145,Longyearbyen,78.2186,15.6401,-0.56,65,75,11.5,SJ,1678008804
146,Mayor Pablo Lagerenza,-19.9309,-60.7718,75.87,86,91,5.35,PY,1678008804
147,Marsabit,2.3284,37.9899,80.76,36,79,18.79,KE,1678008804
148,Rocha,-34.4833,-54.3333,69.8,85,100,5.1,UY,1678008804
149,Chuy,-33.6971,-53.4616,72.21,79,84,5.41,UY,1678008804
150,Mar Del Plata,-38.0023,-57.5575,65.95,85,2,1.99,AR,1678008774
151,Portland,45.5234,-122.6762,37.35,93,75,8.05,US,1678008722
152,Twin Falls,42.3505,-114.6445,26.92,63,0,13.8,US,1678008805
153,San Patricio,28.017,-97.5169,66.88,88,46,6.55,US,1678008805
154,Tahe,52.3333,124.7333,21.83,92,56,2.8,CN,1678008805
155,Wamba,8.9333,8.6,96.28,29,99,1.48,NG,1678008805
156,Cabo San Lucas,22.8909,-109.9124,55.62,68,0,9.31,MX,1678008805
157,Mezen,65.8522,44.24,11.3,86,91,2.04,RU,1678008805
158,Villagarzon,1.0375,-76.6267,72.18,100,100,0.51,CO,1678008805
159,Port Antonio,18.18,-76.4612,78.71,79,10,8.88,JM,1678008805
160,Sangar,63.9242,127.4739,1.04,98,100,1.99,RU,1678008806
161,Nemuro,43.3236,145.575,30.69,79,3,11.63,JP,1678008806
162,Dahra,36.2546,0.8519,45.79,36,7,4.21,DZ,1678008806
163,Samarai,-10.6167,150.6667,81.32,76,100,10.65,PG,1678008806
164,Constitucion,-35.3333,-72.4167,59.56,43,0,5.86,CL,1678008806
165,Abu Dhabi,24.4667,54.3667,82.51,54,0,6.91,AE,1678008591
166,Berlevag,70.8578,29.0864,19.35,68,100,6.91,NO,1678008806
167,Esperance,-33.8667,121.9,65.46,66,43,12.77,AU,1678008807
168,Christchurch,-43.5333,172.6333,53.91,91,100,4.61,NZ,1678008659
169,Grindavik,63.8424,-22.4338,39.67,100,75,9.22,IS,1678008807
170,Srednekolymsk,67.45,153.6833,-38.27,99,6,2.68,RU,1678008807
171,Shakiso,5.75,38.9167,83.66,20,94,10.16,ET,1678008807
172,Novouzensk,50.4592,48.1431,39.9,81,83,25.34,RU,1678008807
173,Nata,8.3333,-80.5167,74.46,85,87,5.66,PA,1678008807
174,Kesinga,20.2,83.2333,99.01,9,0,6.64,IN,1678008807
175,Airai,-8.9266,125.4092,61.16,94,89,2.44,TL,1678008807
176,Whitehorse,60.7161,-135.0538,-1.43,71,100,9.22,CA,1678008808
177,Baringo,0.4667,35.9667,94.78,17,100,14.97,KE,1678008808
178,Kudahuvadhoo,2.6708,72.8944,81.46,72,94,5.23,MV,1678008808
179,Iqaluit,63.7506,-68.5145,24.53,100,100,4.61,CA,1678008808
180,Bubaque,11.2833,-15.8333,74.98,66,72,4.63,GW,1678008808
181,Kitoy,52.6,103.9,32.88,82,97,0.34,RU,1678008808
182,Kaka,37.3482,59.6143,69.67,28,92,8.14,TM,1678008808
183,Phuthaditjhaba,-28.5242,28.8158,77.65,44,2,10.63,ZA,1678008809
184,Castro,-24.7911,-50.0119,63.23,99,20,4.45,BR,1678008809
185,Sao Felix Do Xingu,-6.6447,-51.995,72.27,99,100,1.05,BR,1678008809
186,Borger,52.9233,6.7931,42.82,85,100,12.01,NL,1678008715
187,Mount Gambier,-37.8333,140.7667,60.55,89,86,12.95,AU,1678008809
188,Saint-Augustin,51.226,-58.6502,21.45,90,99,18.1,CA,1678008809
189,Tonantins,-2.8731,-67.8022,73.31,99,100,2.39,BR,1678008809
190,Peddapalli,18.6167,79.3667,97.7,13,0,6.71,IN,1678008809
191,Yurimaguas,-5.9,-76.0833,70.95,99,93,1.3,PE,1678008810
192,Juazeiro,-9.4117,-40.4986,75.38,73,20,8.05,BR,1678008810
193,Narsaq,60.9167,-46.05,48.42,67,46,10.31,GL,1678008810
194,Morant Bay,17.8815,-76.4093,78.42,77,12,10.25,JM,1678008810
195,Gwanda,-20.9333,29.0,85.86,38,11,7.63,ZW,1678008810
196,Bambous Virieux,-20.3428,57.7575,86.25,62,75,11.5,MU,1678008810
197,Karratha,-20.7377,116.8463,86.23,69,26,21.3,AU,1678008810
198,Talnakh,69.4865,88.3972,-7.82,98,100,5.86,RU,1678008810
199,Yashkul,46.1711,45.3435,52.39,57,79,19.33,RU,1678008811
200,Ponta Delgada,37.7333,-25.6667,57.92,88,40,14.97,PT,1678008612
201,Tondano,1.3038,124.9112,68.09,87,100,2.82,ID,1678008811
202,Burnie,-41.0667,145.9167,65.44,84,77,3.87,AU,1678008811
203,Bethel,41.3712,-73.414,35.94,85,100,0.0,US,1678008811
204,Buala,-8.145,159.5921,78.58,83,100,6.55,SB,1678008811
205,Fortuna,40.5982,-124.1573,39.34,96,100,12.66,US,1678008811
206,Torbay,47.6666,-52.7314,13.75,86,75,11.5,CA,1678008811
207,Lamar,33.6668,-95.5836,52.65,82,0,8.05,US,1678008812
208,Thompson,55.7435,-97.8558,6.96,85,100,3.44,CA,1678008812
209,Hovd,48.0056,91.6419,40.71,25,41,1.7,MN,1678008812
210,Anadyr,64.75,177.4833,-8.9,83,100,32.99,RU,1678008643
211,Eureka,40.8021,-124.1637,39.61,94,100,7.0,US,1678008812
212,Dzilam Gonzalez,21.2833,-88.9333,71.47,96,14,5.95,MX,1678008812
213,San Quintin,30.4833,-115.95,52.97,76,74,14.5,MX,1678008812
214,Mahebourg,-20.4081,57.7,86.29,62,75,11.5,MU,1678008666
215,Novyy Urengoy,66.0833,76.6333,-9.09,97,73,2.86,RU,1678008780
216,Puerto Escondido,15.85,-97.0667,74.89,75,6,2.98,MX,1678008813
217,Vestmannaeyjar,63.4427,-20.2734,40.19,81,75,16.11,IS,1678008813
218,Warrington,53.3925,-2.5802,43.45,81,100,4.61,GB,1678008813
219,Innisfail,-17.5333,146.0333,77.11,86,99,9.6,AU,1678008813
220,Manga,11.6636,-1.0731,93.85,8,2,5.23,BF,1678008813
221,Geraldton,-28.7667,114.6,75.61,64,0,25.32,AU,1678008813
222,Sampit,-2.5333,112.95,77.36,94,98,2.57,ID,1678008814
223,Broken Hill,-31.95,141.4333,86.52,16,30,10.25,AU,1678008814
224,Flinders,-34.5833,150.8552,75.38,79,38,12.73,AU,1678008814
225,Yerbogachen,61.2767,108.0108,10.6,80,95,12.66,RU,1678008814
226,Borogontsy,62.6683,131.1683,2.86,99,98,3.53,RU,1678008814
227,Nuuk,64.1835,-51.7216,27.86,76,99,11.1,GL,1678008814
228,Esso,55.9333,158.7,-10.97,90,33,5.21,RU,1678008814
229,Boa Vista,2.8197,-60.6733,73.38,83,0,5.75,BR,1678008814
230,Limbang,4.75,115.0,82.51,94,100,4.68,MY,1678008815
231,Charagua,-19.8,-63.2167,71.47,80,93,2.71,BO,1678008815
232,Igurubi,-4.0,33.7,83.44,45,85,6.55,TZ,1678008815
233,Harper,4.375,-7.7169,83.61,72,34,2.26,LR,1678008815
234,Ulladulla,-35.35,150.4667,71.46,81,32,14.23,AU,1678008815
235,Luza,60.6308,47.2512,19.67,90,100,8.95,RU,1678008815
236,Fruitvale,39.0817,-108.4968,40.93,79,0,6.91,US,1678008816
237,Barra Do Garcas,-15.89,-52.2567,72.05,93,85,2.68,BR,1678008816
238,Selishche,56.8879,33.2691,28.2,88,99,6.67,RU,1678008816
239,Port Elizabeth,-33.918,25.5701,74.32,99,100,1.01,ZA,1678008537
240,Bengkulu,-3.8004,102.2655,81.39,74,59,5.79,ID,1678008816
241,Abha,18.2164,42.5053,73.65,20,0,4.61,SA,1678008816
242,Lagoa,39.05,-27.9833,56.3,67,51,29.68,PT,1678008816
243,Coihaique,-45.5752,-72.0662,55.35,94,100,5.75,CL,1678008817
244,Mount Isa,-20.7333,139.5,83.97,58,96,10.36,AU,1678008795
245,Oranjestad,12.524,-70.027,77.31,83,83,25.57,AW,1678008817
246,Mariestad,58.7097,13.8237,33.39,57,11,15.28,SE,1678008817
247,Atlantic City,39.3643,-74.4229,38.98,78,0,1.01,US,1678008817
248,Seoul,37.5683,126.9778,56.59,23,0,6.91,KR,1678008524
249,Sidney,-33.8679,151.2073,77.77,77,0,21.85,AU,1678008817
250,Sao Filipe,14.8961,-24.4956,73.04,65,70,5.95,CV,1678008817
251,East London,-33.0153,27.9116,83.34,69,0,13.8,ZA,1678008745
252,Paamiut,61.994,-49.6678,29.66,65,92,11.88,GL,1678008818
253,Vila Franca Do Campo,37.7167,-25.4333,57.61,87,100,14.14,PT,1678008818
254,Tsuyama,35.05,134.0,49.03,73,3,4.45,JP,1678008818
255,Oktyabrskoye,43.0645,44.7417,48.34,57,100,6.71,RU,1678008818
256,Cairns,-16.9167,145.7667,77.07,97,100,6.91,AU,1678008751
257,Karpathos,35.507,27.2132,60.76,88,100,1.14,GR,1678008588
258,Pisco,-13.7,-76.2167,69.85,83,100,3.44,PE,1678008818
259,Touros,-5.1989,-35.4608,81.32,75,100,12.8,BR,1678008819
260,Luderitz,-26.6481,15.1594,70.02,63,36,12.19,NA,1678008819
261,Grand Gaube,-20.0064,57.6608,86.4,81,100,8.99,MU,1678008819
262,Loikaw,19.6742,97.2094,87.96,19,2,4.03,MM,1678008772
263,Nanortalik,60.1432,-45.2371,32.72,81,79,9.08,GL,1678008819
264,Shelburne,44.0787,-80.2041,31.77,97,100,7.02,CA,1678008819
265,Butembo,0.15,29.2833,82.65,36,79,3.22,CD,1678008819
266,Camacha,33.0833,-16.3333,60.22,82,20,2.3,PT,1678008820
267,Srandakan,-7.9386,110.2506,80.71,81,99,11.56,ID,1678008820
268,Soroti,1.7146,33.6111,95.97,17,75,7.45,UG,1678008820
269,Kulhudhuffushi,6.6221,73.07,80.04,78,84,12.19,MV,1678008820
270,Severo-Yeniseyskiy,60.3725,93.0408,9.82,89,100,7.2,RU,1678008820
271,Wegorzewo,54.2157,21.7372,33.1,49,100,14.52,PL,1678008820
272,Pinawa,50.1489,-95.8811,9.27,100,93,1.95,CA,1678008820
273,Nizwa,22.9333,57.5333,87.73,17,3,11.65,OM,1678008821
274,Semey,50.4111,80.2275,32.22,80,75,13.42,KZ,1678008611
275,Baykit,61.67,96.37,9.21,85,100,7.52,RU,1678008821
276,Saint-Pierre,-21.3393,55.4781,84.18,70,20,5.75,RE,1678008606
277,Awjilah,29.1081,21.2869,68.16,28,0,13.89,LY,1678008821
278,Yaring,6.8662,101.3689,79.36,67,76,14.67,TH,1678008821
279,Montrose,38.4166,-108.2673,31.57,74,4,18.79,US,1678008821
280,Synya,65.3718,58.0387,10.53,86,18,2.26,RU,1678008822
281,Mokhotlong,-29.2894,29.0675,70.05,50,10,11.27,LS,1678008822
282,Maiduguri,11.8464,13.1603,100.81,6,7,19.44,NG,1678008822
283,Sal Rei,16.1833,-22.9167,70.0,88,40,12.66,CV,1678008822
284,Nyurba,63.2842,118.3319,10.44,91,100,8.95,RU,1678008822
285,Turukhansk,65.8167,87.9833,2.57,91,100,10.25,RU,1678008822
286,Kruisfontein,-34.0033,24.7314,73.58,83,99,2.73,ZA,1678008663
287,Soyo,-6.1349,12.3689,84.79,67,94,5.44,AO,1678008822
288,Faya,18.3851,42.4509,73.92,24,0,5.01,SA,1678008823
289,Huarmey,-10.0681,-78.1522,74.08,81,100,4.5,PE,1678008823
290,Lusambo,-4.9667,23.45,94.41,42,85,2.57,CD,1678008722
291,Kabo,7.6994,18.629,103.75,9,68,5.01,CF,1678008823
292,Bowen,-20.0167,148.2333,78.46,77,76,14.0,AU,1678008823
293,Comodoro Rivadavia,-45.8667,-67.5,66.06,52,0,5.75,AR,1678008823
294,Tocopilla,-22.092,-70.1979,71.13,79,68,5.28,CL,1678008823
295,Muros,42.7762,-9.0603,50.43,69,94,6.6,ES,1678008824
296,Namatanai,-3.6667,152.4333,78.73,82,100,11.68,PG,1678008824
297,West Bay,19.3667,-81.4167,75.99,85,7,1.01,KY,1678008824
298,Kyabe,9.4515,18.9449,102.09,5,17,12.91,TD,1678008824
299,Sivas,39.7916,37.0019,47.03,76,75,10.36,TR,1678008634
300,Quatre Cocos,-20.2078,57.7625,86.11,88,100,13.04,MU,1678008824
301,Laguna,38.421,-121.4238,46.69,81,100,13.8,US,1678008824
302,Makakilo City,21.3469,-158.0858,70.68,81,20,3.44,US,1678008824
303,Hvide Sande,56.0045,8.1294,38.08,52,90,23.13,DK,1678008825
304,Komsomolskiy,40.4272,71.7189,65.12,36,72,0.0,UZ,1678008825
305,Sorland,67.667,12.6934,31.86,49,99,21.41,NO,1678008825
306,Kitami,43.8031,143.8908,35.06,88,0,5.19,JP,1678008825
307,Sistranda,63.7256,8.834,31.96,62,100,21.77,NO,1678008825
308,Betsiamites,48.9413,-68.646,19.49,90,98,5.44,CA,1678008825
309,Natchitoches,31.7668,-93.1335,47.25,100,0,0.0,US,1678008825
310,Kirakira,-10.4544,161.9205,79.86,81,100,9.08,SB,1678008825
311,Serenje,-13.2325,30.2352,74.07,77,97,7.25,ZM,1678008826
312,Fuyang,32.9,115.8167,65.89,38,0,5.19,CN,1678008826
313,Jinan,36.6683,116.9972,66.58,17,0,8.37,CN,1678008756
314,Tuatapere,-46.1333,167.6833,46.45,87,4,4.03,NZ,1678008826
315,Nkan,0.3833,9.7833,83.97,66,77,3.24,GA,1678008826
316,La Asuncion,11.0333,-63.8628,74.93,100,86,13.8,VE,1678008826
317,Hun,29.1268,15.9477,64.78,17,0,9.01,LY,1678008826
318,Goderich,43.7501,-81.7165,35.91,100,100,5.75,CA,1678008826
319,Okhansk,57.7186,55.3877,32.07,86,99,7.58,RU,1678008827
320,Pimentel,-6.8367,-79.9342,75.49,69,0,3.44,PE,1678008827
321,Cabedelo,-6.9811,-34.8339,75.87,74,39,10.58,BR,1678008827
322,Bela,25.9333,81.9833,95.59,12,7,17.2,IN,1678008827
323,Nizhneudinsk,54.9076,99.0276,24.55,73,98,4.36,RU,1678008827
324,Tiarei,-17.5333,-149.3333,78.82,84,63,12.33,PF,1678008827
325,Provideniya,64.3833,-173.3,32.59,98,100,15.86,RU,1678008646
326,Petropavlovsk-Kamchatskiy,53.0452,158.6483,9.19,61,0,4.47,RU,1678008828
327,Isla Aguada,18.7833,-91.4667,75.81,87,24,8.28,MX,1678008828
328,Buraydah,26.326,43.975,84.65,13,77,10.56,SA,1678008740
329,Atar,20.5169,-13.0499,71.65,33,0,6.91,MR,1678008828
330,Nome,64.5011,-165.4064,26.67,93,100,21.85,US,1678008643
331,Hutchinson,38.0608,-97.9298,45.73,64,0,8.05,US,1678008828
332,Chernyshevskiy,63.0128,112.4714,8.89,91,100,13.29,RU,1678008828
333,Avera,33.194,-82.5271,49.55,71,0,6.04,US,1678008828
334,Yar-Sale,66.8333,70.8333,-12.19,97,35,4.52,RU,1678008829
335,Ukiah,39.1502,-123.2078,40.03,94,100,9.22,US,1678008829
336,Terra Rica,-22.7094,-52.6169,70.47,95,0,2.17,BR,1678008829
337,Rawson,-43.3002,-65.1023,69.06,36,95,13.22,AR,1678008829
338,Saldanha,-33.0117,17.9442,71.65,70,42,12.35,ZA,1678008829
339,Olafsvik,64.8945,-23.7142,39.51,87,100,7.07,IS,1678008829
340,Hamilton,39.1834,-84.5333,42.78,79,0,0.0,US,1678008829
341,Clarence Town,-32.5833,151.7833,76.91,73,0,8.52,AU,1678008829
342,Fairview,40.8126,-73.999,39.47,68,0,10.36,US,1678008829
343,Aswan,24.0934,32.907,94.78,16,99,8.9,EG,1678008734
344,Truth Or Consequences,33.1284,-107.2528,48.43,29,0,4.61,US,1678008830
345,Katherine,-14.4667,132.2667,91.72,46,75,9.22,AU,1678008830
346,Deniliquin,-35.5333,144.9667,77.81,39,68,18.68,AU,1678008830
347,Totness,5.8833,-56.3167,75.27,88,98,9.13,SR,1678008830
348,Tiznit,29.5833,-9.5,60.96,67,56,4.14,MA,1678008830
349,Leningradskiy,69.3833,178.4167,-8.81,94,100,1.61,RU,1678008830
350,Xining,36.6167,101.7667,50.43,16,84,4.32,CN,1678008831
351,Clyde River,70.4692,-68.5914,3.43,78,100,5.75,CA,1678008831
352,Asau,46.4333,26.4,38.32,70,99,2.17,RO,1678008831
353,Margate,51.3813,1.3862,40.3,74,100,5.01,GB,1678008831
354,Pontes E Lacerda,-15.2261,-59.3353,70.36,91,49,2.06,BR,1678008831
355,Verkh-Usugli,52.7,115.1667,18.91,65,27,6.24,RU,1678008831
356,Jumla,29.2747,82.1838,59.41,31,64,8.37,NP,1678008831
